lsoa11,r_dec,h_dec,e_dec,ahah_dec,r_dom,h_dom,e_dom,ahah
W01001556,1,10,3,6,1.428025418,56.7013108,6.676277312,21.95286557
W01001557,9,2,3,3,36.37948268,2.686793977,6.561653713,15.08408496
W01001558,5,7,3,2,11.73055947,25.63846085,5.207116159,14.30650965
W01001559,7,5,4,4,24.15789354,15.06710796,10.50274692,16.56082806
W01001560,1,10,2,6,0.567306706,57.45615237,4.769198632,21.29613857
W01001561,1,9,3,3,2.366790579,36.69383229,6.499502908,15.40177983
W01001562,2,10,3,6,2.394545891,54.79190032,7.460406327,21.88138034
W01001563,2,8,2,2,2.414477964,30.57799604,4.86243475,12.79789985
W01001564,2,9,2,4,4.397353533,40.85783113,3.836474445,16.60882582
W01001565,1,10,4,7,1.004151612,59.83770797,8.085883572,23.34453232
W01001566,1,10,3,8,1.058775583,69.73226636,5.994126649,26.0364283
W01001567,1,10,3,7,1.718723621,62.56889169,6.395092561,23.95098252
W01001568,1,10,2,9,0.825822502,84.3291065,3.103278277,29.96849947
W01001569,1,10,2,5,2.333046648,50.46518446,4.87453618,19.53666505
W01001571,2,9,2,5,3.295225673,48.60012122,4.296797109,19.02940873
W01001572,2,8,5,3,2.966705063,30.26150539,13.23949145,15.63695668
W01001573,2,9,5,6,2.517432928,46.15560903,13.17765783,20.87228702
W01001574,2,9,5,5,2.609878656,38.89030305,13.36949651,18.49589684
W01001575,1,10,2,8,1.20450363,75.26617671,3.920190909,27.28164928
W01001576,6,9,2,7,20.58685502,42.47227572,4.457370772,22.70516826
W01001577,3,10,2,7,7.458148942,54.73305921,3.583958825,22.25313569
W01001578,1,9,5,5,2.386095076,44.01240098,12.26307269,19.79844169
W01001579,8,4,3,3,32.14988201,8.893237063,6.137897772,15.65866793
W01001580,7,5,3,2,22.22722218,13.70763219,7.2059693,14.37354813
W01001581,1,10,4,8,0.531089152,63.41029491,9.807334955,24.97118022
W01001582,2,9,3,5,3.242546474,45.6551832,5.54803794,18.42365515
W01001583,1,10,1,7,1.405459568,64.760337,1.804477041,23.07779366
W01001584,7,7,5,6,25.47483948,22.71279442,12.86524722,20.37457871
W01001585,4,6,2,1,11.39685964,19.16186996,3.212498159,11.33612386
W01001586,4,6,2,1,9.956149576,17.50345796,4.228041306,10.6319587
W01001587,8,3,2,2,29.92531667,5.633368823,4.016519132,13.11615121
W01001588,2,7,4,2,4.959424941,22.96538552,11.04945359,13.09116099
W01001589,4,4,4,1,10.25924841,10.32137304,10.71328392,10.4302025
W01001590,1,10,2,7,1.755100406,62.05418878,4.906164409,23.29664158
W01001591,2,9,6,7,2.649525074,48.01351726,18.55785058,23.32302984
W01001592,5,8,5,5,15.22898546,27.46385259,14.89804199,19.27962894
W01001593,4,8,5,6,11.05297218,34.62758037,14.44706398,20.18838926
W01001594,1,10,1,9,0.601347441,85.96031776,1.534208017,29.93124134
W01001595,1,10,1,9,0.8269504,85.62018682,1.524904711,29.88697571
W01001596,1,5,3,1,0.477147252,13.98476392,5.944758047,6.874048481
W01001597,1,7,3,1,0.457159723,24.35626039,5.894792196,10.37727267
W01001598,3,5,4,1,7.851245229,11.96459252,8.412176198,9.43489053
W01001599,2,10,2,6,4.515558753,52.65007891,2.837707383,20.32760465
W01001600,7,4,6,4,21.78673498,10.06966016,20.60550457,17.41312351
W01001601,7,3,9,7,23.42926928,7.929448345,39.25617703,23.38220972
W01001602,7,5,6,5,22.87989909,12.63604877,19.66163291,18.33496214
W01001603,9,1,8,7,40.51324745,0.877763137,31.89374815,24.19274802
W01001604,4,6,5,3,11.37365421,20.25634842,13.26369043,15.0174822
W01001605,10,1,7,8,51.46787315,1.840400438,24.90714372,25.82949172
W01001606,6,6,6,4,16.01876875,15.83283959,18.15901413,16.66183381
W01001607,7,2,8,5,23.28357877,4.110650303,31.48806473,19.47226346
W01001608,7,2,7,4,23.68075656,4.013927863,23.3555577,16.88671918
W01001609,6,3,6,2,15.9283347,7.542575296,17.02861627,13.44026942
W01001610,5,4,7,4,15.04616825,11.32998444,24.97956023,17.06068511
W01001611,9,1,9,8,43.22232309,1.571458916,37.65511986,27.2238522
W01001612,9,1,9,8,41.04503833,1.653740802,37.96767311,26.63646665
W01001613,9,1,9,8,41.27957357,1.618691248,39.00864904,27.04546849
W01001614,4,7,5,4,9.74408828,25.78488574,15.25009235,17.01494076
W01001615,4,7,6,4,11.39328805,21.20357785,20.08764671,17.59792494
W01001616,6,5,8,5,20.10980805,12.65301819,27.34564492,19.96232566
W01001617,4,4,5,1,10.74017098,9.427158739,12.73332113,10.95148637
W01001618,5,6,5,3,12.20750555,19.02211891,15.00643525,15.44812089
W01001619,3,5,4,1,7.941739662,13.76397973,10.14987512,10.64998599
W01001620,4,7,4,2,8.66294296,21.69013932,10.57931806,13.72459351
W01001621,4,3,5,1,10.06544606,6.956524678,13.68296184,10.202193
W01001622,4,4,6,2,10.34780557,10.43156687,17.84130543,12.84913937
W01001623,5,5,4,2,12.75983538,14.96259954,10.2830572,12.69143839
W01001624,2,9,6,6,4.715708422,38.40268326,16.88306656,20.18450805
W01001625,4,7,3,2,9.428798151,24.74702984,6.28757833,13.60039438
W01001626,3,8,5,4,5.379694867,32.58097102,15.51771216,17.97367446
W01001627,3,8,6,5,5.764408083,35.82529151,16.49417611,19.5259319
W01001628,3,8,5,4,6.604389396,31.76349564,12.21028072,17.00842966
W01001629,8,3,6,5,31.17365582,6.329090926,20.26816461,19.12769166
W01001630,7,3,6,3,22.72594284,5.311056199,18.27794056,15.33704063
W01001631,6,2,5,1,17.20840906,4.183623145,14.65086494,11.93599229
W01001632,5,3,5,1,13.5521586,6.560930063,13.86714635,11.27908685
W01001633,8,6,6,6,27.58447594,19.05323981,17.50928124,21.3590414
W01001634,8,6,6,7,32.46016342,18.67273573,17.68232133,22.89575012
W01001635,2,9,7,6,3.648262771,37.15439851,24.17656385,21.81468828
W01001636,2,9,4,5,3.551556699,45.27032464,9.700084753,19.76495206
W01001637,3,5,5,1,6.794398914,14.40631604,13.73727158,11.67359872
W01001638,2,8,7,6,3.7889562,34.00355642,21.97125054,20.06207741
W01001639,3,8,3,3,5.77559491,34.19284146,5.818995331,15.45178087
W01001640,2,10,4,8,2.485285734,61.66167873,10.26264815,25.17178895
W01001641,2,9,5,6,3.232526007,48.331627,12.81200609,21.72744877
W01001642,6,4,9,8,15.98713088,11.46124329,48.91737803,25.31531066
W01001643,6,3,9,7,19.7410722,8.042622645,41.20439231,22.84649499
W01001644,7,2,10,8,24.50419279,3.865418751,53.90769472,27.19016526
W01001645,4,5,9,6,9.069299345,14.88037233,37.12704957,20.30412174
W01001646,4,5,9,6,8.337788935,14.07487831,38.57377759,20.26627558
W01001647,3,8,7,6,7.367285245,28.1861481,26.16865343,20.65015012
W01001648,5,4,9,6,12.5495112,9.107260701,44.04930234,21.77407711
W01001649,2,9,4,6,2.730248726,49.20207867,8.798928234,20.53333515
W01001650,1,7,4,2,2.10894595,24.66897907,9.035429361,12.06509674
W01001651,5,6,7,5,14.41038759,19.71926314,22.43984302,18.86512557
W01001652,5,6,7,4,13.36852359,17.27979895,21.63850826,17.42745216
W01001653,6,6,6,4,15.72803531,18.32616661,19.07068592,17.71447465
W01001654,8,3,7,5,30.1119289,6.332673108,21.5466964,19.20045521
W01001655,7,4,6,4,20.80358743,10.87420686,19.47564292,16.98937635
W01001657,2,9,6,7,3.063464174,47.55735426,17.57693921,22.98083356
W01001658,2,9,8,7,2.813101103,37.61879083,27.53579041,22.80552308
W01001659,8,2,9,8,32.94496943,4.070353957,44.56468122,26.96210506
W01001660,6,4,9,6,16.63055008,10.02082399,36.06937154,20.79805429
W01001661,9,2,9,9,39.58534364,3.603676565,48.58212377,30.32051428
W01001662,9,1,9,9,47.15651604,1.527230185,43.11214466,30.30791629
W01001663,5,6,3,1,12.20658056,15.8198482,7.0731382,11.74105558
W01001664,4,4,3,1,11.43171174,8.845235098,5.977188331,8.752316957
W01001665,5,7,4,3,14.23797932,21.43451683,10.99498416,15.61461367
W01001666,3,6,4,1,8.00175408,17.25559368,10.33415918,11.91775323
W01001667,4,5,5,1,8.463997769,12.68416134,13.58356217,11.58830963
W01001668,4,5,5,2,11.01078458,13.01421497,13.73628299,12.59136539
W01001669,2,9,4,4,4.211047761,40.46579432,8.712154705,18.02302688
W01001670,2,9,4,5,4.450107614,42.93554223,9.144475137,19.08429667
W01001671,3,6,5,2,6.322644403,17.65651663,13.68986687,12.60734438
W01001672,2,9,5,5,4.264685488,38.92574295,12.01590558,18.60734766
W01001673,2,9,4,4,4.855714483,36.35039664,11.05385191,17.60929177
W01001674,3,5,5,2,7.196296472,15.63980885,15.4579714,12.79344341
W01001675,8,1,9,8,35.40048297,0.475480961,43.45507026,26.18399609
W01001676,8,2,9,8,32.55631054,3.411041556,43.09442327,26.12449629
W01001677,5,2,7,3,15.49635836,4.949977369,25.00052307,15.04696318
W01001678,4,6,6,3,9.515031826,17.90520805,20.33787226,15.93922909
W01001679,6,3,8,5,19.46929996,6.16491074,31.26456224,18.83824418
W01001680,7,1,9,6,25.74319288,0.284658225,37.58251909,20.99426874
W01001681,8,3,9,8,34.21450475,6.40443417,36.51748043,25.51906273
W01001682,6,6,7,4,16.0275041,16.36636301,21.16940928,17.83954484
W01001683,7,4,7,5,20.829141,10.33842281,23.87349725,18.26693438
W01001684,8,3,8,6,27.70754993,6.694466416,30.81981344,21.59014849
W01001685,10,1,9,10,69.37407929,1.811539507,42.04521985,37.38429215
W01001686,9,1,8,8,40.82249758,1.44250236,34.69141587,25.41004224
W01001687,10,1,9,10,63.49615327,1.151248727,45.49731946,36.35927057
W01001688,3,7,7,4,7.858134818,21.95711308,21.0644879,17.00988394
W01001689,5,7,6,4,11.56715222,22.52950141,15.98822112,16.75330368
W01001690,9,2,10,9,38.26729273,2.746182292,54.23889584,31.46074421
W01001691,9,2,9,9,45.20421402,2.412061035,44.08996234,30.28717895
W01001692,9,2,9,9,45.98624849,3.363133847,48.05743694,32.1778817
W01001693,9,3,10,9,36.80406902,6.062713059,53.31997623,31.80225737
W01001694,9,2,10,10,44.21237539,2.922183934,75.55497399,40.51676783
W01001695,9,2,10,10,38.0244434,4.821471635,79.30274015,40.35727093
W01001696,9,3,10,10,36.64827887,5.432686581,84.15949448,41.71367865
W01001697,10,3,10,10,55.64410886,6.621070603,66.43768886,42.53815725
W01001698,10,1,10,10,62.84316616,1.962724387,83.08649421,48.82411421
W01001699,7,1,10,10,26.78271885,2.28672943,74.4486054,34.18382501
W01001702,5,5,7,4,12.62474278,15.33683367,24.9119644,17.60163682
W01001703,5,4,6,2,13.94283106,9.44848022,17.84957909,13.70397862
W01001704,4,6,6,3,9.157433416,16.54996933,18.93396448,14.89715088
W01001705,4,5,7,3,11.33532731,13.85521886,22.72740424,15.95147582
W01001706,7,3,8,5,25.79824343,6.871284511,27.89706387,20.05568814
W01001707,4,5,6,3,10.58104169,14.96885667,20.08113273,15.20792883
W01001708,7,3,7,4,21.4981566,5.664666707,26.27753876,17.69196615
W01001709,9,3,8,9,46.60104786,5.07716975,35.76853852,28.90820122
W01001710,10,1,8,10,82.76616418,2.381870832,34.02981939,39.35251066
W01001711,9,5,9,9,35.89254428,11.56175524,39.2202247,28.71821054
W01001712,10,2,9,10,88.64696931,3.301505051,39.80538738,43.51178943
W01001713,10,2,10,10,76.5042756,4.473225627,56.98472159,45.57226578
W01001714,8,4,8,7,28.73746193,9.391121199,31.57593017,23.0964006
W01001715,9,3,8,8,40.65301079,7.865026471,30.31429108,26.09331862
W01001716,7,4,8,6,26.31679569,10.38622952,29.59988167,21.98382156
W01001717,9,3,9,9,47.51008515,6.69519428,38.05857296,30.51402323
W01001718,10,1,10,10,75.68612531,1.207370292,50.91870867,42.19010112
W01001719,9,2,9,8,39.64625603,2.909832232,41.84301582,27.88080267
W01001720,10,1,9,10,85.5079185,0.489926162,50.31920888,44.98952693
W01001721,9,4,9,9,41.84972739,9.150143486,42.69055502,31.00934198
W01001722,10,1,9,9,57.32422717,0.508829739,39.76856692,32.21362416
W01001724,10,1,10,10,71.27174398,1.846294877,51.73455269,41.21981816
W01001725,10,2,10,10,61.81308242,2.830322734,57.08214265,40.197734
W01001726,9,1,9,8,40.91254453,1.738665056,38.45764262,26.78330788
W01001727,2,9,4,5,2.834014762,41.10994747,10.68729407,18.43941406
W01001728,2,9,4,4,2.489529015,39.30720589,10.19729113,17.55110065
W01001729,2,8,5,4,4.936487567,33.57097885,14.07086572,17.68655939
W01001730,5,5,7,4,11.76047748,15.43028728,22.66319033,16.60610805
W01001731,8,2,7,5,30.21491113,4.775893663,22.8314017,19.12908708
W01001732,7,3,7,4,21.63432704,5.197566317,24.77417068,17.0819768
W01001733,4,4,8,4,11.18884885,10.4924422,27.93185595,16.47726293
W01001734,6,4,7,4,18.59689603,9.496114871,26.00123033,17.94606075
W01001735,5,5,8,5,12.6426465,14.47767238,30.73685449,19.23764394
W01001736,4,3,7,2,9.998125241,7.548617625,24.25139699,13.86887233
W01001737,5,4,8,4,13.22885196,9.267060549,28.94143607,17.06699564
W01001738,3,4,8,3,6.661009573,9.729964768,27.43693382,14.56050934
W01001739,4,5,8,4,10.12366895,11.73962143,31.21589319,17.63352679
W01001740,5,3,8,3,12.79681694,6.069795467,28.07155295,15.55029252
W01001741,4,3,8,2,8.398847107,5.770700003,28.8516171,14.25469119
W01001742,4,2,8,2,8.881227176,2.542940014,27.5628252,12.89113689
W01001743,3,7,7,4,6.573959243,21.12438436,25.7715358,17.85630404
W01001744,4,3,7,2,10.30518745,7.859666118,23.73566071,13.90576637
W01001745,3,8,7,5,7.548617625,27.36709208,24.62767169,19.92298678
W01001746,6,2,8,4,19.73978874,2.877132267,29.59003184,17.25706576
W01001747,5,5,7,5,15.46543052,13.50024058,26.47449687,18.43025784
W01001748,6,4,8,5,16.72491917,9.008852178,29.57821762,18.34304488
W01001749,4,5,8,4,8.504121833,14.25617326,27.05804872,16.58261519
W01001750,7,2,8,4,20.75256532,3.730016033,29.44866009,17.83460984
W01001751,4,5,7,4,10.08146375,14.71988972,24.34998645,16.36714107
W01001752,7,2,8,5,24.44585048,4.205821502,29.28870468,19.16238252
W01001753,4,6,7,4,8.813289355,20.19081322,24.23578666,17.77107158
W01001754,8,4,8,7,27.13403608,9.677700189,31.35157637,22.59067017
W01001755,10,1,8,9,60.63646836,0.735769408,32.62362876,31.02599365
W01001756,7,4,8,7,24.19836504,10.31455667,33.71898249,22.61967395
W01001757,10,1,8,9,58.01865305,0.748692861,31.09992656,29.66368684
W01001758,10,1,8,9,54.0555747,1.319449747,32.00504573,28.84861766
W01001759,6,6,9,8,20.62016841,19.4896036,38.28453232,26.06501646
W01001760,8,2,10,9,28.90699586,3.65527704,65.1175249,32.27088605
W01001761,8,2,10,10,35.49194617,3.506523731,67.46726381,35.16875736
W01001762,7,3,10,9,24.75022122,7.677393821,52.60181964,28.13648738
W01001764,9,1,10,10,44.02715442,1.913598462,66.82212631,37.23088612
W01001765,10,1,10,10,53.80587042,1.426288797,69.26328022,41.0977579
W01001766,10,1,10,10,52.80627339,1.215972425,72.7538514,41.8482718
W01001767,10,1,10,10,68.76036874,0.845004292,80.6407014,49.58965461
W01001768,10,1,10,10,70.73526504,0.674061804,71.27174398,47.09149399
W01001769,8,2,7,5,28.2436605,3.069680587,25.47483948,18.77079639
W01001770,6,3,8,5,18.82886996,7.504846661,29.12985402,18.37802678
W01001771,8,1,8,6,29.72039043,2.354733491,31.82852969,21.11175303
W01001772,8,4,9,8,32.86307698,9.931838745,40.96415866,27.73981293
W01001773,8,2,9,7,32.44009037,2.89316795,37.25587329,23.98334511
W01001774,9,2,8,9,50.27075551,2.855563411,34.01071607,28.78377718
W01001775,10,1,8,10,65.64975425,1.984064686,35.39287743,34.01865045
W01001776,10,2,8,9,57.56224009,2.864188526,35.82270879,31.79085723
W01001777,5,8,7,7,13.91691089,35.30938206,23.64118491,24.39936151
W01001778,4,9,6,6,9.74907512,36.75829697,16.41518156,21.13202567
W01001779,7,4,7,5,24.65308284,9.655337389,25.58875559,19.86262139
W01001780,6,6,8,6,19.40470148,18.77711763,27.74387385,21.94324985
W01001781,8,3,8,6,30.08776465,6.709756388,28.71849103,21.68738155
W01001782,6,5,8,6,19.89560949,15.57653754,28.96059183,21.4185692
W01001783,4,2,8,2,8.895639793,4.365759067,28.49017479,13.8216769
W01001784,5,5,7,3,14.13917514,11.98107353,22.26729728,16.0877009
W01001785,5,3,8,4,15.11849096,7.29843823,31.47737237,17.85810389
W01001786,7,4,8,5,22.97867918,8.188955569,27.25115843,19.3600913
W01001787,7,4,8,6,23.97356211,10.37170626,32.32667279,22.10545765
W01001788,5,3,7,3,14.51650159,5.4733734,23.47753529,14.39897913
W01001789,10,1,8,9,62.96052047,1.08898824,28.47891209,30.54526875
W01001790,8,4,8,7,31.26032606,8.130775478,30.19670426,23.04528367
W01001791,9,3,7,8,44.44414048,5.437510069,25.52594939,24.93888308
W01001792,8,4,8,6,30.18053246,8.463211722,27.49439868,21.91021926
W01001793,5,7,5,4,13.84826402,21.75869446,14.26426408,16.67509039
W01001794,6,6,6,4,18.48846465,18.18179076,17.63308291,18.10191956
W01001795,5,6,6,4,14.34938993,17.70110659,18.62255568,16.89911829
W01001796,7,4,6,4,21.85980073,11.2393451,18.65803755,17.19226396
W01001797,9,3,7,7,40.84497628,7.944813518,21.32425665,23.21708346
W01001798,6,6,6,4,16.72154217,15.67957645,19.8362474,17.39512655
W01001799,7,7,7,7,22.75957856,20.73915724,24.34057875,22.59436537
W01001800,9,3,7,8,43.1653909,6.531280012,26.17544368,25.10311061
W01001802,6,4,8,6,16.92845198,8.758287019,35.03073785,20.12435023
W01001803,7,4,8,6,25.09428308,10.38537496,28.27526071,21.14297694
W01001804,5,4,7,3,13.15451302,9.072527661,25.57551897,15.86556996
W01001805,6,6,7,6,19.79375574,16.96710013,24.75181708,20.46885307
W01001806,9,5,7,8,44.84969889,12.95967252,26.15847181,27.83898498
W01001807,3,5,8,5,7.957881991,14.08190203,34.77269384,18.88893671
W01001808,4,3,8,3,10.18373372,5.237838966,31.95478602,15.68657676
W01001809,3,8,7,6,7.322361651,28.66356375,25.01666134,20.41748926
W01001810,5,7,6,5,13.84528401,21.24190701,20.07592287,18.41624666
W01001811,5,6,6,4,13.30343196,17.50229348,19.60542263,16.8107018
W01001812,4,7,7,5,9.075756429,24.38451432,25.54246072,19.71474653
W01001813,5,6,7,5,11.72150108,20.55093068,23.87196119,18.73315898
W01001814,4,6,8,5,9.472285214,17.54658516,30.6109154,19.19329515
W01001815,5,6,7,4,12.58709623,18.74268065,23.19392072,18.18024702
W01001816,5,5,6,3,14.28045425,13.91491824,19.07816688,15.73941717
W01001817,5,5,7,3,12.06365615,14.07989503,21.23779726,15.77664393
W01001818,5,6,7,5,14.86894626,20.30496497,21.95711308,19.05628767
W01001819,2,6,4,1,3.990619566,18.28155401,8.344043857,10.28616729
W01001820,2,9,3,4,3.517932199,42.66967704,7.42807162,18.11987145
W01001821,8,3,9,8,29.06238457,6.790744099,44.33170443,26.52890236
W01001822,8,3,9,8,31.48378719,6.008251449,44.68965407,27.18004111
W01001823,9,2,10,10,48.29606342,2.691074602,59.93328615,36.63065072
W01001824,10,1,10,10,68.48090433,0.384573579,65.49910899,44.34415941
W01001825,8,4,10,9,30.73685449,8.710565585,53.24273633,30.67485727
W01001826,6,6,9,7,15.75176351,20.13068532,38.14126241,24.62913156
W01001827,6,5,9,7,18.74268065,12.07652902,39.24718367,23.2426751
W01001828,6,5,9,7,18.92653027,14.74983047,36.34511222,23.25458438
W01001829,10,1,10,10,93.70983843,0.098683737,74.54574952,55.5578965
W01001830,10,2,10,10,72.39643054,2.653188191,68.87963359,47.52318515
W01001831,10,1,10,10,85.21855996,0.687511168,71.01982914,51.7924222
W01001832,10,1,10,10,76.91681976,0.660060407,74.20067412,50.09319352
W01001833,9,2,10,10,50.3580452,2.792206444,70.51245573,40.8366155
W01001834,10,1,10,10,67.68295454,1.236056588,80.76794089,49.40905473
W01001835,10,1,10,10,56.3708119,0.947956189,84.56438434,46.83091986
W01001836,9,2,9,9,41.78269964,4.164054134,47.93467256,31.02251123
W01001837,10,2,10,10,61.05809993,3.389596824,54.51082586,39.29020843
W01001838,10,1,10,10,64.55225905,2.194373879,56.80396566,40.79364127
W01001839,10,1,10,10,88.90515713,1.564469775,60.21496767,49.74156091
W01001840,4,7,7,5,10.47013112,21.50092755,23.6457474,18.56855528
W01001841,4,6,7,4,9.599112415,18.21179442,24.23890788,17.3585568
W01001842,3,7,7,4,7.104977409,20.69630382,21.89219245,16.60580935
W01001843,3,7,7,5,6.711941499,23.38260798,25.64177836,18.62681427
W01001844,5,6,7,5,12.24453539,19.43127889,26.23664633,19.30542479
W01001846,3,9,4,5,5.300778043,41.70252333,11.32642322,19.66583435
W01001847,2,9,4,4,4.294829803,38.3190503,11.08818772,18.10487289
W01001848,8,2,9,7,31.44319015,3.718501906,37.23938748,23.92954126
W01001849,5,7,6,5,14.23393818,25.64011955,16.43295948,18.83771688
W01001850,8,2,8,6,32.46239484,3.40662483,31.11675814,22.13937292
W01001851,8,4,8,7,28.48641994,9.18580513,32.37108364,23.20614993
W01001852,5,7,4,3,14.27033406,22.8813703,10.08568078,15.8171508
W01001853,6,3,7,3,20.05379413,7.40779164,21.54530813,16.2463529
W01001854,7,4,6,4,22.31605396,9.898348674,19.89431738,17.29486109
W01001855,9,1,10,10,44.18635449,2.141168172,54.19292839,33.19316053
W01001856,9,2,10,10,46.5969218,3.659103907,65.47097252,38.22650046
W01001857,10,1,10,10,63.08692526,1.725759801,53.22071535,38.96827973
W01001858,9,1,7,7,42.90038389,1.784478489,25.06838005,23.03641479
W01001859,10,2,9,9,53.0562266,3.944073714,36.69919745,30.960275
W01001860,10,1,8,10,70.09611997,1.044538093,30.26758987,33.4751672
W01001861,10,1,9,10,65.19148489,0.324351586,42.63492245,35.69299396
W01001862,10,2,9,10,51.92100518,2.885148711,49.13287563,34.32873123
W01001863,7,4,8,6,25.61525169,8.69071084,29.82759976,21.25098266
W01001864,8,3,7,7,34.39583014,7.835177543,26.31167142,22.69743588
W01001865,6,5,8,6,17.97998621,15.28601857,33.34494618,22.134474
W01001866,7,6,9,8,25.35329237,19.21700533,39.83611619,28.04628664
W01001867,7,6,9,9,23.10163979,16.19961026,46.05867893,28.33077267
W01001868,8,3,9,7,29.13757743,8.004835968,35.89513486,24.18243929
W01001869,9,3,10,10,43.79953279,5.189383892,63.12075086,37.04808413
W01001870,9,3,10,10,39.49124709,7.198528302,55.92708837,33.93555032
